samples,types
a95832f5-fbd1-482c-951d-8bb37fa02a4c.htseq.counts,Colorectal
3e3c165d-8276-441e-a2db-42f4bee94b3d.FPKM.txt,Colorectal
c26b0e04-f9d8-43fc-b58d-e0468bdb9e2d.FPKM-UQ.txt,Colorectal
d1568c45-efd0-4f11-85f3-4df20837c6ad.htseq.counts,Colorectal
b7b8d49c-7364-4527-91d7-e1aad06c6837.FPKM-UQ.txt,Colorectal
7b9444ad-b7fb-4032-9109-8c2b7ab160a6.FPKM.txt,Colorectal
f0a04747-87cb-4c5f-9916-3651b633189a.FPKM-UQ.txt,Colorectal
f039ec8b-c156-4871-bdfd-c4c18e0c262c.FPKM-UQ.txt,Colorectal
445d6369-eac8-4b81-a403-0086df82c45b.htseq.counts,Colorectal
e871f1f5-3aec-4f7c-b5f0-f843b6ee5699.htseq.counts,Colorectal
ea125ffd-7776-49bc-bf73-47a3edcc81bd.htseq.counts,Colorectal
bbd48dd3-0d7c-45ee-8ce2-ff359e6d1234.FPKM-UQ.txt,Colorectal
4de9559e-fbd9-4e29-9541-302844933623.FPKM.txt,Colorectal
1388023a-6f90-4d8b-a3f2-04a4d53514d0.htseq.counts,Colorectal
0ca66651-4965-4874-8d64-f9b90db6f80a.htseq.counts,Colorectal
b8b7ab76-be8a-4bfb-a931-b9767af9cd1d.htseq.counts,Colorectal
f540b52c-0fab-4764-8fc0-baf98f36d875.FPKM.txt,Colorectal
2011d3ba-8f3a-4307-a377-9d90f3fadee7.htseq.counts,Colorectal
b8b7ab76-be8a-4bfb-a931-b9767af9cd1d.FPKM.txt,Colorectal
88439d95-9798-401a-a8c6-da6d529b180f.FPKM.txt,Colorectal
d763f554-984b-46af-8ed8-0b27443ba5a6.FPKM-UQ.txt,Colorectal
d763f554-984b-46af-8ed8-0b27443ba5a6.htseq.counts,Colorectal
56c021d1-0f4f-43cc-b56e-9972852da215.FPKM-UQ.txt,Colorectal
611cab60-b34e-4c30-aff9-1e45ca382e26.FPKM-UQ.txt,Colorectal
fc01cc0f-e4e6-4c2e-8be9-b5791a1a600c.FPKM-UQ.txt,Colorectal
cead40ee-a5f8-4ce8-8273-bb8daedf0d5b.FPKM-UQ.txt,Colorectal
9ebbd3cb-b585-4c90-8e34-f42e22b97c08.FPKM.txt,Colorectal
56c021d1-0f4f-43cc-b56e-9972852da215.FPKM.txt,Colorectal
7fb73a84-867a-4c28-aa02-93068efffb7b.htseq.counts,Colorectal
245b64cc-ee6c-403b-becf-77e558253fcf.FPKM.txt,Colorectal
ef346f06-5795-481c-aa55-d4dc5c7c90ad.FPKM.txt,Colorectal
cbed723d-d16e-41df-bb92-3bebbbf638ec.FPKM-UQ.txt,Colorectal
b2d608b9-9bb1-4261-8d44-295f3e5c9774.FPKM-UQ.txt,Colorectal
15bb9c50-e4bb-4433-a9dd-32ddd6536b49.FPKM.txt,Colorectal
3532257b-4596-490b-815d-447fb35dfbd9.htseq.counts,Colorectal
0ae155e4-871d-4b8c-9f78-c1fdf50b7610.FPKM-UQ.txt,Colorectal
09d6c070-3a3a-4e47-b7e1-0c220266efaf.FPKM.txt,Colorectal
ea125ffd-7776-49bc-bf73-47a3edcc81bd.FPKM.txt,Colorectal
3e3c165d-8276-441e-a2db-42f4bee94b3d.FPKM-UQ.txt,Colorectal
3376ed7a-1ebd-4727-9be4-816142268384.htseq.counts,Colorectal
5f3a025d-0777-49a5-b2bb-750587635b50.FPKM.txt,Colorectal
17275b88-afa8-4010-a5a3-641382f3a1cf.FPKM.txt,Colorectal
d325abb3-79f8-471b-b118-5d57e63b2d63.FPKM-UQ.txt,Colorectal
72575c62-b2a8-4fde-8b05-ef6d76df0462.FPKM-UQ.txt,Colorectal
c2357737-ad60-4603-9ce3-4b30cc45d30b.FPKM.txt,Colorectal
2f906887-7836-4f24-8f97-91b10811a7c3.htseq.counts,Colorectal
fda5b844-1fa4-462e-bd3b-482025f6ee30.FPKM-UQ.txt,Colorectal
5b9b9a3d-51bf-4f62-bf19-7c7ea0267030.FPKM-UQ.txt,Colorectal
f38b2f21-c5a5-4699-9727-eae9c96aac55.FPKM-UQ.txt,Colorectal
d32c878b-e693-4eae-a615-7767371b3ae4.htseq.counts,Colorectal
171f6436-748a-4072-9ef6-e90d8cd9b465.FPKM.txt,Colorectal
bd2b70a7-7a80-4ede-833e-ed6365552684.FPKM.txt,Colorectal
c264fe3b-482b-44ec-83a4-73df565663ff.htseq.counts,Colorectal
587e44e4-87ba-4981-a520-d20612486f53.FPKM-UQ.txt,Colorectal
e158f016-7605-45b7-8e4f-bbe313fc461c.FPKM.txt,Colorectal
cecce47d-5d1a-4473-bf62-48b9bf602534.htseq.counts,Colorectal
c0085daf-b7dd-4c12-b347-6949c2421934.FPKM.txt,Colorectal
d5c8759b-0dc1-4057-b9df-c9aa4a6b2a04.FPKM.txt,Colorectal
11d08d8f-beea-4b57-a9cd-2f957a391360.htseq.counts,Colorectal
21981535-9a4b-44ca-a3c0-3f52f4c0d29b.FPKM.txt,Colorectal
f590941d-19dc-427a-95b6-942c97ea8333.FPKM-UQ.txt,Colorectal
f5c9ea63-ff66-441a-9a6b-055fdcd7cae9.htseq.counts,Colorectal
b5af6c19-ecab-408b-bae2-53909b7135b4.FPKM-UQ.txt,Colorectal
5faf3586-b033-45fd-8dd9-fef111b0f752.htseq.counts,Colorectal
32a115cf-570f-4ad9-a123-8e1970062f51.htseq.counts,Colorectal
40bc5339-8a6d-40dd-a5f8-d5eaebb91909.FPKM.txt,Colorectal
649b19e1-96e2-4b55-951d-3b6ee9f4b91f.FPKM.txt,Colorectal
1e50d68e-ac09-42ad-9678-bc0598328037.FPKM-UQ.txt,Colorectal
eb799eef-5506-4935-9649-c543a1d1bbd5.htseq.counts,Colorectal
7a0818ac-0f38-4e44-87da-55d812e447cd.FPKM.txt,Colorectal
c264fe3b-482b-44ec-83a4-73df565663ff.FPKM-UQ.txt,Colorectal
9556ee31-e56f-4611-9d37-2b4d19841d15.FPKM-UQ.txt,Colorectal
77489a8a-5b35-4350-87c9-a588fcc0794c.htseq.counts,Colorectal
b65c7ed9-f7ef-41ea-8d92-793a6630f424.FPKM.txt,Colorectal
37d2cb9b-0286-43a5-9538-26a8f0818ee7.FPKM-UQ.txt,Colorectal
fabefb10-5546-4017-8ea1-29982a10fb3c.htseq.counts,Colorectal
debd6982-7c27-42e8-b778-20afcc78a5f3.FPKM-UQ.txt,Colorectal
f7add57c-753b-49c0-8d79-29fa86ddd615.FPKM-UQ.txt,Colorectal
8e881aba-eee8-456e-a677-25eadadcdcad.FPKM.txt,Colorectal
2a2b0e0f-d54a-4902-8778-500364fcc0c5.FPKM.txt,Colorectal
7800bdb2-aa8b-43e0-8e45-1b968872b34e.FPKM-UQ.txt,Colorectal
7f5a924a-ddf3-45ff-be1f-5b5909305f46.FPKM.txt,Colorectal
c14f98e2-8e9b-49f4-a244-3d06c6cb7126.htseq.counts,Colorectal
e0d6a42a-2efb-4b3f-9b59-da07dadc01a4.FPKM-UQ.txt,Colorectal
088506d0-2717-4a75-b353-88bc1a225212.htseq.counts,Colorectal
caaf2201-e0d8-46af-9d53-ae776306761f.FPKM-UQ.txt,Colorectal
0cb305a5-d4a7-4eb8-8e8e-d11a5ebc3e0f.FPKM-UQ.txt,Colorectal
a26d49db-2309-46a0-a3ed-275378d484e7.htseq.counts,Colorectal
59608767-595f-402a-9f7f-356dd6e99a51.FPKM.txt,Colorectal
4e7c6811-88e4-4bb7-a88f-7491dfa6d072.htseq.counts,Colorectal
59e2ab4e-9529-490d-b12c-9b7f24c8166c.FPKM-UQ.txt,Colorectal
7bb97da8-8db8-4f9b-a9ff-54b644019412.FPKM.txt,Colorectal
27cc2167-5838-41d3-9d57-4c6a13f7ebf7.FPKM.txt,Colorectal
075a759b-21e0-4cab-a6b2-c5d65f7ccdbc.htseq.counts,Colorectal
d0ff575f-1259-4a78-b74c-16e48a7d4e38.FPKM.txt,Colorectal
e53e1a83-1979-4e12-bbb7-79b37d0cfe03.FPKM.txt,Colorectal
de592955-56f1-498c-adf6-99e382102476.htseq.counts,Colorectal
e2916399-9c6c-4d75-a22d-b180ea174644.FPKM-UQ.txt,Colorectal
82e00e45-734c-471f-ba97-79ec3b7e0baa.FPKM.txt,Colorectal
9dc13355-5e6a-4d51-a58f-816699c1f466.FPKM.txt,Colorectal
43b292be-5d63-4523-a43f-666d20039208.FPKM-UQ.txt,Colorectal
d15c1117-5ccd-47da-bb0a-51e5a71535ff.FPKM.txt,Colorectal
21981535-9a4b-44ca-a3c0-3f52f4c0d29b.FPKM-UQ.txt,Colorectal
1580243c-8353-4c6e-a532-81121b912c21.htseq.counts,Colorectal
18ded814-596a-46ed-8f58-ba4141e5abb6.FPKM.txt,Colorectal
f749b616-111f-42d6-b71c-8a3a604f2f3d.FPKM-UQ.txt,Colorectal
05eef9f8-a246-403a-b0be-07d274b6f93a.htseq.counts,Colorectal
5a58850f-397c-4786-8141-2d57dd974673.FPKM.txt,Colorectal
c49cf84f-cb19-4e11-9a71-4825bc906382.htseq.counts,Colorectal
23fb4808-3b58-41b9-9c15-0ef53cafb713.FPKM.txt,Colorectal
789db3c8-c5cd-428d-aaef-e3f60c40bc9a.FPKM-UQ.txt,Colorectal
371cce1a-08bb-49a1-9e85-645d4174decd.FPKM.txt,Colorectal
9e8b528b-1172-4c07-a09b-ebb23cf2310c.htseq.counts,Colorectal
7f9cdd9b-cba2-4847-82e9-4e1df1cd9857.FPKM-UQ.txt,Colorectal
d5607680-758b-4ee5-ae0f-a61f7c3133c1.htseq.counts,Colorectal
f4b179c1-9d27-439b-a1ef-3dfbbd684c15.htseq.counts,Colorectal
09977485-e1d1-41b1-b2b8-7ab0ad6df0a0.FPKM-UQ.txt,Colorectal
b520edf2-42ce-4b64-8575-19e34b30f042.FPKM-UQ.txt,Colorectal
535e80df-ea81-4f5d-8f2e-e74ca97e9b01.FPKM-UQ.txt,Colorectal
9a62fe1f-36ec-4e8e-b3d9-bdfc62f71905.htseq.counts,Colorectal
d15c1117-5ccd-47da-bb0a-51e5a71535ff.FPKM-UQ.txt,Colorectal
79f11db1-6893-410f-8fbb-8da2a54d0957.htseq.counts,Colorectal
81a64df9-c073-4097-ba73-896396da3135.FPKM-UQ.txt,Colorectal
97503aa9-93a5-4ff6-bb19-203ea235c2bf.FPKM.txt,Colorectal
09f2bb20-909e-4929-8a79-c64c7fb2af31.FPKM.txt,Colorectal
00106523-5b1d-44ad-a9f1-7d84db08722c.FPKM.txt,Colorectal
f590941d-19dc-427a-95b6-942c97ea8333.htseq.counts,Colorectal
7b2cd944-1cd6-4107-8aa6-11913ee32257.htseq.counts,Colorectal
5a58850f-397c-4786-8141-2d57dd974673.FPKM-UQ.txt,Colorectal
49072d20-b1fd-485c-b9c7-6169ce301481.FPKM.txt,Colorectal
b4569515-17c7-4029-9c84-52aa7e1a7d2a.FPKM.txt,Colorectal
bb8a0f58-11e6-49dd-bdeb-0b7eb2fb05fc.FPKM-UQ.txt,Colorectal
f4b179c1-9d27-439b-a1ef-3dfbbd684c15.FPKM.txt,Colorectal
c4e074f2-e21d-4a1a-acf3-b7916f11fb43.htseq.counts,Colorectal
b26f9ac5-9100-4530-8582-11ab9dbfd669.FPKM-UQ.txt,Colorectal
6e933523-30a6-46a8-833d-7379b88c1c14.FPKM-UQ.txt,Colorectal
1b563146-6ead-41ba-9117-c9b1c5d4127f.FPKM.txt,Colorectal
08dd2c8c-537f-4d02-a4b8-9c123156f0d4.FPKM-UQ.txt,Colorectal
f3895ae4-1228-49b3-9342-3c3b86cb5243.htseq.counts,Colorectal
9bf28651-4429-4fe5-9e9e-dda3a2aaa221.htseq.counts,Colorectal
c094c9e4-260c-4b2a-bbf2-2fdcad927677.htseq.counts,Colorectal
59e2ab4e-9529-490d-b12c-9b7f24c8166c.FPKM.txt,Colorectal
1d975006-4e14-4f2c-be5f-e09f58790d62.FPKM.txt,Colorectal
d334512c-d092-459a-aab7-a3a0e281d9d4.htseq.counts,Colorectal
7261b656-c79c-4581-a503-15b653e2b5d2.htseq.counts,Colorectal
bbb89e05-7c84-4905-9a05-8315c16d26b8.FPKM-UQ.txt,Colorectal
b1a7e378-a07b-4434-8a5d-d4756b7d523c.htseq.counts,Colorectal
f0b34dc3-72b8-48d0-a755-354c74405264.FPKM-UQ.txt,Colorectal
e53e1a83-1979-4e12-bbb7-79b37d0cfe03.htseq.counts,Colorectal
2f6070c7-99d0-49bb-83ca-33c032650cde.FPKM.txt,Colorectal
05261012-4f7a-4c5e-a1e8-ffb440ec80cf.htseq.counts,Colorectal
966ad64a-5a6d-4219-ac8e-adbfb9a79cad.FPKM.txt,Colorectal
b1868d9d-ef06-4353-883b-230dae23f8b6.FPKM-UQ.txt,Colorectal
44e21ed0-bcc8-4978-ad68-81c35852b12b.FPKM.txt,Colorectal
33188748-30a2-41f2-bf42-69da0f011e71.FPKM-UQ.txt,Colorectal
b49d2b1e-310f-4278-a7c2-5ea95c2c7c43.FPKM-UQ.txt,Colorectal
fdd24a0e-f3ef-4a5a-87cf-f99884b90fb9.FPKM-UQ.txt,Colorectal
11ec9603-9f69-4cc6-9c24-4b1d375c59c2.FPKM.txt,Colorectal
020aa019-a3a4-4055-92ee-be824a597501.FPKM.txt,Colorectal
f6893b7f-2472-416b-b137-33dae673d150.FPKM-UQ.txt,Colorectal
799199d9-0ff7-4d58-97bd-08009f64947d.htseq.counts,Colorectal
dd9a3ab6-6c93-4b47-9b4e-62e56767054b.FPKM-UQ.txt,Colorectal
d3c8e944-b95d-4e64-a3c8-5abe77e6b992.FPKM.txt,Colorectal
919fa865-f06f-424f-88f6-8be604c31d20.FPKM.txt,Colorectal
62dbb8ae-e214-40a9-99e0-8680c3a7f565.FPKM.txt,Colorectal
62dbb8ae-e214-40a9-99e0-8680c3a7f565.FPKM-UQ.txt,Colorectal
857c670d-8322-4648-a3de-8279a9d015b7.FPKM-UQ.txt,Colorectal
4de9559e-fbd9-4e29-9541-302844933623.htseq.counts,Colorectal
72266228-0a2b-4dad-adf2-d4f34c0b7804.FPKM.txt,Colorectal
245b64cc-ee6c-403b-becf-77e558253fcf.htseq.counts,Colorectal
f540b52c-0fab-4764-8fc0-baf98f36d875.htseq.counts,Colorectal
73ec7da0-133a-4ce6-8035-213ab55fb923.FPKM-UQ.txt,Colorectal
81ff320c-7e34-4388-a7c8-f27dd5a29301.htseq.counts,Colorectal
d341294b-8d79-417d-b865-9b7a8780323d.FPKM.txt,Colorectal
6d0133ed-95f5-4338-b7fa-f1fd9b1de7f0.FPKM.txt,Colorectal
44322931-f6e5-41c6-bf1d-5f1d3635ec73.htseq.counts,Colorectal
3141820b-ef93-421e-b2dc-aef412eed11a.FPKM-UQ.txt,Colorectal
462a6c8e-b7d3-43d9-a021-49bb2c5686a5.FPKM-UQ.txt,Colorectal
a95832f5-fbd1-482c-951d-8bb37fa02a4c.FPKM.txt,Colorectal
9dda581a-610f-44c2-948b-552389022676.FPKM.txt,Colorectal
e8b1d97a-2c30-4a18-adb1-15789d187dc3.FPKM.txt,Colorectal
bc3a0b4e-47b3-4afa-b730-1f316eb4f783.htseq.counts,Colorectal
40349596-c455-41e5-b633-aa858711fc40.FPKM.txt,Colorectal
09d6c070-3a3a-4e47-b7e1-0c220266efaf.FPKM-UQ.txt,Colorectal
4de9559e-fbd9-4e29-9541-302844933623.FPKM-UQ.txt,Colorectal
afdad23b-73a0-4cc2-8fa7-692d8f0908f8.FPKM-UQ.txt,Colorectal
72d4e62a-6846-49fd-a365-f9c3897a68d8.htseq.counts,Colorectal
fd0eaf98-847d-499b-bfc0-95e84f5b15d0.FPKM.txt,Colorectal
96f97dd0-3c7a-4a8c-a165-9ab14c9fcef6.htseq.counts,Colorectal
ca75e00b-f5e2-4904-a53b-36a1314e8e86.htseq.counts,Colorectal
40bc5339-8a6d-40dd-a5f8-d5eaebb91909.FPKM-UQ.txt,Colorectal
6e2db920-dc3e-4a74-8cdb-470cb61e2fac.FPKM.txt,Colorectal
0e7094cf-4c79-43f4-8b72-9de259e5e18f.htseq.counts,Colorectal
3eb03db7-efc1-4f20-bbc9-61551905eb9b.FPKM.txt,Colorectal
3381f3a8-9040-4ea7-bb84-76a043f5d6b0.FPKM.txt,Colorectal
e4e7ec56-30aa-48d4-aef4-7e88f408a2f8.htseq.counts,Colorectal
34a01f97-6758-45ea-930c-0b829a064944.FPKM-UQ.txt,Colorectal
b1868d9d-ef06-4353-883b-230dae23f8b6.FPKM.txt,Colorectal
27af8811-03a1-43e5-8a42-8acf158e3e13.FPKM.txt,Colorectal
7e5fbe6a-4463-424b-b024-b207d4a89962.FPKM.txt,Colorectal
13abc91e-fbfc-4c55-bf54-fbd134979ccc.htseq.counts,Colorectal
43b292be-5d63-4523-a43f-666d20039208.htseq.counts,Colorectal
bbf586b3-2d8d-4a50-b5b1-7d0c75b6570d.htseq.counts,Colorectal
f96e90ca-9211-420e-a75f-5f30b67d2d95.htseq.counts,Colorectal
d0fbe329-d4d8-4082-99a8-da1a1283963d.FPKM.txt,Colorectal
ace439dd-127d-4f64-8028-506fd5ea03de.FPKM-UQ.txt,Colorectal
acf69ad9-4284-4fba-854d-4f792818bdfe.FPKM-UQ.txt,Colorectal
09dba56f-3033-41b6-9235-7c78f88e14ed.FPKM.txt,Colorectal
751f84dc-7c2d-417a-bc1f-6d5771f6f09f.FPKM-UQ.txt,Colorectal
5654a36c-4d18-4746-8a4c-b7b616f99481.FPKM-UQ.txt,Colorectal
02ddfa3d-13b3-4624-994d-62e740fa4a3d.htseq.counts,Colorectal
d469975e-a3a1-487a-a549-142720e1973a.FPKM.txt,Colorectal
73ce143e-44f1-49c6-963f-45246d8551de.FPKM.txt,Colorectal
7bb97da8-8db8-4f9b-a9ff-54b644019412.FPKM-UQ.txt,Colorectal
14ea1c20-2700-4de0-88c0-154b116b1b8c.htseq.counts,Colorectal
23fb4808-3b58-41b9-9c15-0ef53cafb713.FPKM-UQ.txt,Colorectal
51e55e7a-5fef-4451-af1b-49ed4ced9ac7.htseq.counts,Colorectal
a9560d7c-294e-4dfd-aa10-4ab456d8b124.FPKM.txt,Colorectal
e8f1fe81-08ce-4db4-bd74-5f9d4b4143f3.FPKM-UQ.txt,Colorectal
911f6378-8a25-4570-9d3b-80f5b5bfc085.htseq.counts,Colorectal
e2bdca76-7bc5-4143-a6f6-3c6642425c65.htseq.counts,Colorectal
d0ff575f-1259-4a78-b74c-16e48a7d4e38.FPKM-UQ.txt,Colorectal
b53f9a9d-b24d-410d-b3e9-f2a8bf22ca27.htseq.counts,Colorectal
9a62fe1f-36ec-4e8e-b3d9-bdfc62f71905.FPKM.txt,Colorectal
80592959-da54-41d0-9b82-ed279be3ecea.htseq.counts,Colorectal
25a62766-c783-415a-96bf-dafc8f109510.htseq.counts,Colorectal
d2ef2751-f956-4490-88b0-6f619774ef5e.FPKM-UQ.txt,Colorectal
5ac3599c-0254-4931-8dc8-3c3294be3cd7.FPKM.txt,Colorectal
8fae8dd5-65e9-43ac-9b0a-080a77c71d55.FPKM.txt,Colorectal
11ec9603-9f69-4cc6-9c24-4b1d375c59c2.FPKM-UQ.txt,Colorectal
762034f5-879b-4e74-a75d-064aee08c500.FPKM.txt,Colorectal
3c6178fe-0add-4c72-96b2-a3aeda20f36d.FPKM.txt,Colorectal
0fa55c0e-6f8f-44a6-82fe-9a42495d3484.FPKM-UQ.txt,Colorectal
c2357737-ad60-4603-9ce3-4b30cc45d30b.FPKM-UQ.txt,Colorectal
5697212f-b3fd-479f-84b0-ec0aae54534a.htseq.counts,Colorectal
03109baa-936f-49ae-acb3-2d00ac03c7ab.FPKM.txt,Colorectal
f7ce175f-763e-4a55-97e3-0381d889b0eb.htseq.counts,Colorectal
a58a7a42-4dda-46cc-a9ec-4a3ca597d972.FPKM-UQ.txt,Colorectal
51cca578-4550-43e0-b37d-3275339748cd.FPKM.txt,Colorectal
bdad6b32-b7e2-4bcc-baa6-31b3c4ef2ea7.FPKM.txt,Colorectal
07d449a4-27ec-4f3f-a922-25fb777d37a7.FPKM.txt,Colorectal
0ed65bdf-cb92-47c1-8aeb-42518ce639b8.htseq.counts,Colorectal
0422da40-5671-48c5-bbe0-e32a476c5cda.FPKM.txt,Colorectal
9daee176-d523-4450-8ac8-0f69d028399e.FPKM-UQ.txt,Colorectal
f50722f7-d55b-49b0-8c11-4502b9cf42d5.FPKM-UQ.txt,Colorectal
0a8b5557-54ea-46de-b575-8d781ff86513.FPKM-UQ.txt,Colorectal
e4b288d5-b877-42fb-a525-8ed6424338db.FPKM.txt,Colorectal
18ded814-596a-46ed-8f58-ba4141e5abb6.FPKM-UQ.txt,Colorectal
ee4dcccc-514b-4cc6-ae63-6ed3e7519a40.htseq.counts,Colorectal
3be1b9f1-f61a-426c-ae3c-a94517d0f9d7.FPKM.txt,Colorectal
f006e10f-a564-425c-8d92-0b8c3d5c038f.FPKM.txt,Colorectal
d3c40c02-3b30-4057-9295-d7b4dfd7ee2d.FPKM-UQ.txt,Colorectal
fe898d64-faa4-452c-b8ef-cfec7250a286.FPKM-UQ.txt,Colorectal
52e5f11b-9a73-4535-9e4d-720fe8feca0a.FPKM.txt,Colorectal
99b406a3-0ef1-4486-99a5-22a751aa5e1d.FPKM.txt,Colorectal
020aa019-a3a4-4055-92ee-be824a597501.htseq.counts,Colorectal
70f99dbf-42bc-439c-b562-c51b8e54234e.FPKM.txt,Colorectal
11d08d8f-beea-4b57-a9cd-2f957a391360.FPKM.txt,Colorectal
c71d0557-242c-46d7-8551-ca0eba56fdd9.FPKM.txt,Colorectal
dfeb2d54-28da-4521-b488-bdac246bb59b.FPKM.txt,Colorectal
3963e642-4d9f-47a1-bf0e-83462bcb7b13.FPKM.txt,Colorectal
14ea1c20-2700-4de0-88c0-154b116b1b8c.FPKM.txt,Colorectal
649b19e1-96e2-4b55-951d-3b6ee9f4b91f.htseq.counts,Colorectal
8bc10161-4cca-46c5-985e-e07349484ec2.FPKM.txt,Colorectal
5140a52e-42c4-4374-ae49-b208aff98396.FPKM.txt,Colorectal
2d5fbcf8-4347-4787-b04d-e84c88316776.FPKM-UQ.txt,Colorectal
5140a52e-42c4-4374-ae49-b208aff98396.FPKM-UQ.txt,Colorectal
b65c7ed9-f7ef-41ea-8d92-793a6630f424.htseq.counts,Colorectal
9c52ed00-325f-4664-8873-327bcaa5ea74.htseq.counts,Colorectal
4410295f-d9fc-43b6-8064-17ec17d5fb17.FPKM.txt,Colorectal
9df0a5b7-5bf9-4795-9910-bbf7cccf6fda.FPKM-UQ.txt,Colorectal
df959336-a712-47a9-9042-b2b6bc01e813.htseq.counts,Colorectal
44f1dc34-a01e-4a7b-a7a1-a90064039fdd.FPKM-UQ.txt,Colorectal
547c5238-9d5e-4391-ab5f-b62f576af519.FPKM.txt,Colorectal
05261012-4f7a-4c5e-a1e8-ffb440ec80cf.FPKM.txt,Colorectal
7f9a629b-12ed-48cc-8d5c-1c2f5db9cf1f.FPKM.txt,Colorectal
c3f9ba64-6946-45d4-984d-b33ef2589603.FPKM.txt,Colorectal
72a79a28-907d-42b8-9722-93448b87c3d2.FPKM.txt,Colorectal
f596eabc-e39a-4e35-9fc6-edade04eb785.htseq.counts,Colorectal
6ae2dd6c-2a39-411f-a1fc-11e0e6e82165.htseq.counts,Colorectal
586cc5be-d91f-47ea-9d1e-c3b65b2af33f.htseq.counts,Colorectal
bd2dfab3-88a8-4673-ba36-3daf252d0b4d.htseq.counts,Colorectal
f5c9ea63-ff66-441a-9a6b-055fdcd7cae9.FPKM-UQ.txt,Colorectal
7f9a629b-12ed-48cc-8d5c-1c2f5db9cf1f.htseq.counts,Colorectal
a3f88a5d-7169-465b-bb80-e5999590681c.FPKM.txt,Colorectal
c3f9ba64-6946-45d4-984d-b33ef2589603.FPKM-UQ.txt,Colorectal
7800bdb2-aa8b-43e0-8e45-1b968872b34e.FPKM.txt,Colorectal
28004569-048d-4f8c-99aa-7a8c69a98dcc.htseq.counts,Colorectal
c182c07a-224c-44b5-bf0e-9bcfaa33ecc1.FPKM-UQ.txt,Colorectal
21981535-9a4b-44ca-a3c0-3f52f4c0d29b.htseq.counts,Colorectal
ddc5dfb2-e7e4-4159-930e-120c7d2a8640.FPKM.txt,Colorectal
079e4d43-d129-4ad1-b5b6-7a798f440792.FPKM.txt,Colorectal
d64dbed4-65e5-4a19-ac6b-d8e7a06169da.FPKM-UQ.txt,Colorectal
a3f88a5d-7169-465b-bb80-e5999590681c.htseq.counts,Colorectal
63691c59-d630-4b06-82bb-3d0587638a33.FPKM.txt,Colorectal
773c7ef0-9536-455e-a3bb-3bc8d835af01.FPKM.txt,Colorectal
09796233-3f40-4deb-b77d-2267c3afff59.htseq.counts,Colorectal
4cf333ec-bd88-4349-9c72-ee06d32e8cd2.FPKM-UQ.txt,Colorectal
15864159-be88-41c8-bdef-c2c5927cb1a1.htseq.counts,Colorectal
f346f2d2-285c-455c-ba34-ea8eec3fa881.htseq.counts,Colorectal
55aa6d16-3598-42ca-8844-0fe84739ef66.htseq.counts,Colorectal
9df0a5b7-5bf9-4795-9910-bbf7cccf6fda.FPKM.txt,Colorectal
586cc5be-d91f-47ea-9d1e-c3b65b2af33f.FPKM-UQ.txt,Colorectal
ec78640c-f4de-4d18-bf7c-9e5391feb915.FPKM.txt,Colorectal
bd8839a3-4dcb-4688-b051-6f09c18d7fc7.FPKM.txt,Colorectal
36263f87-1956-499c-ac90-dee060c5bdd4.FPKM-UQ.txt,Colorectal
65ec87f8-ca6b-4b47-9700-ef1b67589dec.FPKM.txt,Colorectal
5c18c6a8-9ad2-43a8-a3a0-83d8fc0cc257.htseq.counts,Colorectal
0ee26933-679d-4e84-ab56-6b9581e5dbfd.htseq.counts,Colorectal
c6972d82-17ef-4d72-8827-a5305d55f784.FPKM-UQ.txt,Colorectal
bdc7d801-b93b-4464-89b6-0148d066c947.FPKM.txt,Colorectal
5e2b0dc5-c09b-4334-9f2f-c8e75380d45c.htseq.counts,Colorectal
d3085a8c-2850-4e9a-a0d0-7443b14d207b.FPKM-UQ.txt,Colorectal
978145ba-cca3-4244-8a98-9cedb455bd9b.FPKM-UQ.txt,Colorectal
6525a459-76eb-4c64-b061-f674797f9b81.FPKM.txt,Colorectal
c41b924e-d405-4501-a981-1c04d70a841e.FPKM.txt,Colorectal
c2b0ac40-50ff-47e1-8089-c920a932ed9b.FPKM.txt,Colorectal
123db725-bd0a-4b20-ba1d-9cc3a8948f70.FPKM.txt,Colorectal
31cf7af3-5576-4201-912d-5948fa2c0296.FPKM-UQ.txt,Colorectal
4e7c6811-88e4-4bb7-a88f-7491dfa6d072.FPKM.txt,Colorectal
6525a459-76eb-4c64-b061-f674797f9b81.htseq.counts,Colorectal
587e44e4-87ba-4981-a520-d20612486f53.FPKM.txt,Colorectal
d5dca54e-d7e9-4328-b2ca-1d191a2b8b4c.htseq.counts,Colorectal
74fd04b7-c554-4bae-a1ca-6b792b0521a1.FPKM.txt,Colorectal
087666cd-47ae-4f56-b947-d6aa1c25e8a7.htseq.counts,Colorectal
81d8c120-144f-4ffc-9ca4-eb76ca1fc821.htseq.counts,Colorectal
d2ef2751-f956-4490-88b0-6f619774ef5e.FPKM.txt,Colorectal
77c07069-2887-470f-a1ba-66e5d038912c.FPKM-UQ.txt,Colorectal
82e00e45-734c-471f-ba97-79ec3b7e0baa.FPKM-UQ.txt,Colorectal
7c12c6da-5e8a-4cd1-972f-e76178e09b7d.FPKM.txt,Colorectal
3a93e1ff-bcdc-4dea-9541-54b074e4f967.htseq.counts,Colorectal
3abbd2b5-04db-4fe0-8dd1-ea2b48caa4c1.htseq.counts,Colorectal
42c56861-1c90-41e0-a5d5-324e5fd80ea8.FPKM-UQ.txt,Colorectal
