"Approved.Symbol","Ensembl.ID.supplied.by.Ensembl.","index"
"ATP10A","ENSG00000206190",20449
"ANKUB1","ENSG00000206199",20452
"TSSK2","ENSG00000206203",20453
"PRR23A","ENSG00000206260",20456
"FOXL2NB","ENSG00000206262",20457
"COL6A6","ENSG00000206384",20462
"RAB12","ENSG00000206418",20464
"LRRC30","ENSG00000206422",20465
"TMEM200C","ENSG00000206432",20466
"OR10C1","ENSG00000206474",20468
"HLA-A","ENSG00000206503",20470
"HACD2","ENSG00000206527",20471
"CFAP44","ENSG00000206530",20472
"CD200R1L","ENSG00000206531",20473
"LNP1","ENSG00000206535",20475
"OR5K3","ENSG00000206536",20476
"VGLL3","ENSG00000206538",20477
"TRIM71","ENSG00000206557",20480
"ZCWPW2","ENSG00000206559",20481
"ANKRD28","ENSG00000206560",20482
"COLQ","ENSG00000206561",20483
"METTL6","ENSG00000206562",20484
"XKR4","ENSG00000206579",20487
"GPX3","ENSG00000211445",21587
"DIO2","ENSG00000211448",21588
"SELENOH","ENSG00000211450",21589
"DIO1","ENSG00000211452",21591
"AKR7L","ENSG00000211454",21592
"STK38L","ENSG00000211455",21593
"SACM1L","ENSG00000211456",21594
"TSN","ENSG00000211460",21596
"SLC48A1","ENSG00000211584",21640
"TSSK1B","ENSG00000212122",21978
"PRR22","ENSG00000212123",21979
"TAS2R19","ENSG00000212124",21980
"TAS2R50","ENSG00000212126",21982
"TAS2R14","ENSG00000212127",21983
"TAS2R13","ENSG00000212128",21984
"KRTAP16-1","ENSG00000212657",22263
"KRTAP29-1","ENSG00000212658",22264
"KRTAP9-6","ENSG00000212659",22265
"CTAGE1","ENSG00000212710",22270
"C17orf51","ENSG00000212719",22273
"KRTAP4-11","ENSG00000212721",22274
"KRTAP4-9","ENSG00000212722",22275
"KRTAP2-3","ENSG00000212724",22276
"KRTAP2-1","ENSG00000212725",22277
"RTL8B","ENSG00000212747",22279
"OR2A42","ENSG00000212807",22284
"RNF208","ENSG00000212864",22288
"KRTAP3-3","ENSG00000212899",22289
"KRTAP3-2","ENSG00000212900",22290
"KRTAP3-1","ENSG00000212901",22291
"MT-ND4L","ENSG00000212907",22292
"MAP10","ENSG00000212916",22293
"KRTAP12-4","ENSG00000212933",22296
"KRTAP10-3","ENSG00000212935",22297
"KRTAP6-3","ENSG00000212938",22298
"POU5F1B","ENSG00000212993",22305
"ZNF580","ENSG00000213015",22311
"ZNF611","ENSG00000213020",22314
"KLK9","ENSG00000213022",22315
"SYT3","ENSG00000213023",22316
"NUP62","ENSG00000213024",22317
"SPHAR","ENSG00000213029",22321
"CGB8","ENSG00000213030",22322
"DENND1B","ENSG00000213047",22330
"SFT2D2","ENSG00000213064",22342
"FGFR1OP","ENSG00000213066",22344
"FAM106A","ENSG00000213077",22353
"SCAF8","ENSG00000213079",22355
"CFAP45","ENSG00000213085",22360
"ACKR1","ENSG00000213088",22362
"ZNF254","ENSG00000213096",22366
"TCTEX1D2","ENSG00000213123",22381
"CRYGS","ENSG00000213139",22388
"CRIP1","ENSG00000213145",22391
"KLHL23","ENSG00000213160",22402
"LINGO4","ENSG00000213171",22406
"FAM24B","ENSG00000213185",22418
"TRIM59","ENSG00000213186",22419
"MLLT11","ENSG00000213190",22423
"ASIC3","ENSG00000213199",22426
"GIMAP1","ENSG00000213203",22428
"CCDC183","ENSG00000213213",22435
"ARHGEF35","ENSG00000213214",22436
"OR2F1","ENSG00000213215",22437
"CSH2","ENSG00000213218",22439
"DNLZ","ENSG00000213221",22440
"TCL1B","ENSG00000213231",22445
"SUPT4H1","ENSG00000213246",22456
"TSGA13","ENSG00000213265",22465
"NRAS","ENSG00000213281",22473
"LTC4S","ENSG00000213316",22493
"ANKRD39","ENSG00000213337",22501
"QTRT1","ENSG00000213339",22503
"CHUK","ENSG00000213341",22504
"MXD3","ENSG00000213347",22507
"GSTM2","ENSG00000213366",22515
"ARHGAP19","ENSG00000213390",22526
"HAUS7","ENSG00000213397",22530
"LCAT","ENSG00000213398",22531
"MAGEA12","ENSG00000213401",22534
"PTPRCAP","ENSG00000213402",22535
"PVRIG","ENSG00000213413",22541
"KRTAP4-12","ENSG00000213416",22543
"KRTAP2-4","ENSG00000213417",22544
"GPC2","ENSG00000213420",22545
"KRT222","ENSG00000213424",22548
"OR5AC1","ENSG00000213439",22556
"SIPA1","ENSG00000213445",22560
"ERV3-1","ENSG00000213462",22569
"SYNJ2BP","ENSG00000213463",22570
"ARL2","ENSG00000213465",22571
"GBP7","ENSG00000213512",22590
"RBMXL1","ENSG00000213516",22593
"SRA1","ENSG00000213523",22596
"STIMATE","ENSG00000213533",22602
"DNAJC9","ENSG00000213551",22612
"C8orf82","ENSG00000213563",22620
"CPLX3","ENSG00000213578",22624
"VDAC1","ENSG00000213585",22626
"ZBTB9","ENSG00000213588",22628
"TMX2","ENSG00000213593",22631
"HEXA","ENSG00000213614",22645
"NDUFS3","ENSG00000213619",22646
"LEPROT","ENSG00000213625",22649
"LBH","ENSG00000213626",22650
"ADAT3","ENSG00000213638",22652
"PPP1CB","ENSG00000213639",22653
"SULT1A4","ENSG00000213648",22660
"GPSM3","ENSG00000213654",22664
"LAT","ENSG00000213658",22667
"NCKIPSD","ENSG00000213672",22675
"ATF6B","ENSG00000213676",22677
"TREX1","ENSG00000213689",22680
"S1PR3","ENSG00000213694",22683
"SLC35F6","ENSG00000213699",22687
"FAM209B","ENSG00000213714",22697
"CLIC1","ENSG00000213719",22700
"DDAH2","ENSG00000213722",22702
"RPS29","ENSG00000213741",22713
"UGT2B11","ENSG00000213759",22723
"ATP6V1G2","ENSG00000213760",22724
"ZNF134","ENSG00000213762",22726
"GTF2H4","ENSG00000213780",22735
"DDX47","ENSG00000213782",22737
"ZNF888","ENSG00000213793",22744
"ZNF845","ENSG00000213799",22746
"KLRK1","ENSG00000213809",22748
"CEACAM18","ENSG00000213822",22751
"EMP2","ENSG00000213853",22758
"KCTD11","ENSG00000213859",22762
"C8orf44","ENSG00000213865",22767
"UBD","ENSG00000213886",22780
"PPM1N","ENSG00000213889",22782
"CEACAM16","ENSG00000213892",22784
"SLC23A3","ENSG00000213901",22787
"LTB4R","ENSG00000213903",22788
"LTB4R2","ENSG00000213906",22790
"DNASE1","ENSG00000213918",22795
"MDP1","ENSG00000213920",22796
"LEUTX","ENSG00000213921",22797
"CSNK1E","ENSG00000213923",22798
"CCL27","ENSG00000213927",22802
"IRF9","ENSG00000213928",22803
"GALT","ENSG00000213930",22804
"HBE1","ENSG00000213931",22805
"HBG1","ENSG00000213934",22806
"CLDN9","ENSG00000213937",22808
"ITGA1","ENSG00000213949",22815
"NUDT19","ENSG00000213965",22824
"ZNF726","ENSG00000213967",22825
"ZNF99","ENSG00000213973",22829
"TAX1BP3","ENSG00000213977",22831
"AP1G2","ENSG00000213983",22834
"ZNF90","ENSG00000213988",22837
"NAXD","ENSG00000213995",22839
"TM6SF2","ENSG00000213996",22840
"MEF2B","ENSG00000213999",22842
"GANC","ENSG00000214013",22846
"TTLL3","ENSG00000214021",22852
"REPIN1","ENSG00000214022",22853
"MRPL23","ENSG00000214026",22856
"ZNF891","ENSG00000214029",22858
"IFNA7","ENSG00000214042",22863
"SMIM7","ENSG00000214046",22866
"FBXO16","ENSG00000214050",22869
"TSPAN4","ENSG00000214063",22872
"CPNE1","ENSG00000214078",22881
"ARL16","ENSG00000214087",22883
"SMCO1","ENSG00000214097",22886
"WEE2","ENSG00000214102",22888
"MAGEB1","ENSG00000214107",22890
"LYRM4","ENSG00000214113",22894
"MYCBP","ENSG00000214114",22895
"TMEM213","ENSG00000214128",22899
"PRCD","ENSG00000214140",22902
"ALG3","ENSG00000214160",22909
"SH3D21","ENSG00000214193",22921
"SMIM30","ENSG00000214194",22922
"C19orf38","ENSG00000214212",22932
"C12orf74","ENSG00000214215",22933
"IQCJ","ENSG00000214216",22934
"C17orf67","ENSG00000214226",22937
"MINDY4B","ENSG00000214237",22938
"FIS1","ENSG00000214253",22945
"ANG","ENSG00000214274",22957
"NPS","ENSG00000214285",22964
"COLCA2","ENSG00000214290",22968
"SPDYE3","ENSG00000214300",22973
"MBLAC1","ENSG00000214309",22976
"C3orf56","ENSG00000214324",22982
"FOXI3","ENSG00000214336",22988
"SOGA3","ENSG00000214338",22989
"NEURL1B","ENSG00000214357",22996
"EFCAB9","ENSG00000214360",22998
"HAUS3","ENSG00000214367",23001
"VSTM5","ENSG00000214376",23004
"LCNL1","ENSG00000214402",23010
"BBIP1","ENSG00000214413",23013
"TRIM77","ENSG00000214414",23014
"GNAT3","ENSG00000214415",23015
"AS3MT","ENSG00000214435",23024
"FAM187A","ENSG00000214447",23026
"PLIN5","ENSG00000214456",23028
"SEC14L6","ENSG00000214491",23035
"SPINK13","ENSG00000214510",23036
"HIGD1C","ENSG00000214511",23037
"NOTO","ENSG00000214513",23038
"PPME1","ENSG00000214517",23040
"KRTAP2-2","ENSG00000214518",23041
"STARD10","ENSG00000214530",23044
"ZNF705E","ENSG00000214534",23046
"NUTM2D","ENSG00000214562",23059
"CPEB1","ENSG00000214575",23061
"EML6","ENSG00000214595",23066
"DEFB113","ENSG00000214642",23077
"DEFB133","ENSG00000214643",23078
"ZNF727","ENSG00000214652",23082
"ZSWIM8","ENSG00000214655",23085
"IQCF5","ENSG00000214681",23093
"IQCF6","ENSG00000214686",23095
"C10orf105","ENSG00000214688",23096
"ARHGEF33","ENSG00000214694",23098
"C12orf71","ENSG00000214700",23100
"IFRD2","ENSG00000214706",23102
"CAPN14","ENSG00000214711",23104
"ZBED1","ENSG00000214717",23105
"TOMM6","ENSG00000214736",23112
"HNRNPUL2","ENSG00000214753",23116
"CSKMT","ENSG00000214756",23118
"MS4A18","ENSG00000214782",23127
"MS4A4E","ENSG00000214787",23130
"FER1L6","ENSG00000214814",23139
"CDRT15L2","ENSG00000214819",23141
"MTCP1","ENSG00000214827",23148
"RAD51AP2","ENSG00000214842",23152
"EVPLL","ENSG00000214860",23160
"DCDC2C","ENSG00000214866",23161
"SMTNL1","ENSG00000214872",23165
"TRIM64C","ENSG00000214891",23175
"PNMA6E","ENSG00000214897",23179
"SPATA31D1","ENSG00000214929",23190
"NPIPA8","ENSG00000214940",23192
"ZSWIM7","ENSG00000214941",23193
"GPR33","ENSG00000214943",23195
"ARHGEF28","ENSG00000214944",23196
"TBC1D26","ENSG00000214946",23197
"LRRC69","ENSG00000214954",23198
"ISPD","ENSG00000214960",23200
"NPIPA7","ENSG00000214967",23202
"GSG1L2","ENSG00000214978",23207
"ACSM4","ENSG00000215009",23220
"RTL10","ENSG00000215012",23221
"COL28A1","ENSG00000215018",23224
"PHB2","ENSG00000215021",23225
"TCP11X2","ENSG00000215029",23228
"NEURL4","ENSG00000215041",23235
"GRID2IP","ENSG00000215045",23237
"CXorf49B","ENSG00000215113",23258
"UBXN2B","ENSG00000215114",23259
"CXorf49","ENSG00000215115",23260
"CBWD6","ENSG00000215126",23264
"C16orf90","ENSG00000215131",23266
"PRSS41","ENSG00000215148",23268
"NLRP2B","ENSG00000215174",23279
"MUC5AC","ENSG00000215182",23282
"MSMP","ENSG00000215183",23283
"GOLGA6B","ENSG00000215186",23285
"FAM166B","ENSG00000215187",23286
"PEX26","ENSG00000215193",23288
"GRXCR1","ENSG00000215203",23293
"C5orf49","ENSG00000215217",23297
"UBE2QL1","ENSG00000215218",23298
"FASTKD5","ENSG00000215251",23308
"GOLGA8B","ENSG00000215252",23309
"KCNU1","ENSG00000215262",23311
"GAGE12G","ENSG00000215269",23316
"HOMEZ","ENSG00000215271",23318
"GAGE10","ENSG00000215274",23319
"RNF212B","ENSG00000215277",23320
"DDX3X","ENSG00000215301",23328
"VPS16","ENSG00000215305",23331
"ZNF705D","ENSG00000215343",23341
"ZNF705B","ENSG00000215356",23347
"ZNF705G","ENSG00000215372",23354
"MYL5","ENSG00000215375",23357
"SCRT2","ENSG00000215397",23363
"ZNF407","ENSG00000215421",23371
"NPEPL1","ENSG00000215440",23373
"KRTAP10-4","ENSG00000215454",23380
"KRTAP10-1","ENSG00000215455",23381
"SKOR2","ENSG00000215474",23388
"SIAH3","ENSG00000215475",23389
"EFCAB8","ENSG00000215529",23405
"DEFB116","ENSG00000215545",23410
"DEFB115","ENSG00000215547",23412
"GAB4","ENSG00000215568",23419
"C20orf202","ENSG00000215595",23426
"HMX1","ENSG00000215612",23431
"GCGR","ENSG00000215644",23433
"RSC1A1","ENSG00000215695",23435
"CELA2B","ENSG00000215704",23436
"TMEM242","ENSG00000215712",23437
"TMEM167B","ENSG00000215717",23438
"FAM72D","ENSG00000215784",23445
"TNFRSF25","ENSG00000215788",23447
"SLC35E2","ENSG00000215790",23448
"ZC3H11B","ENSG00000215817",23458
"TSTD1","ENSG00000215845",23467
"RPTN","ENSG00000215853",23469
"CYB5RL","ENSG00000215883",23482
"LACTBL1","ENSG00000215906",23489
"C1orf167","ENSG00000215910",23492
"TTC34","ENSG00000215912",23493
"ATAD3C","ENSG00000215915",23495
"IFI30","ENSG00000216490",23616
"IGSF23","ENSG00000216588",23623
"GAGE12E","ENSG00000216649",23632
"CCDC7","ENSG00000216937",23676
"FNIP1","ENSG00000217128",23696
"SP9","ENSG00000217236",23711
"SYCE3","ENSG00000217442",23735
"CKLF","ENSG00000217555",23747
"PAM16","ENSG00000217930",23790
"CDC14C","ENSG00000218305",23828
"TENM3","ENSG00000218336",23830
"CEBPZOS","ENSG00000218739",23884
"TDRD15","ENSG00000218819",23898
"PAPOLB","ENSG00000218823",23899
"ZNF579","ENSG00000218891",23907
"CELA3B","ENSG00000219073",23921
"RNASEK","ENSG00000219200",23939
"CATSPERZ","ENSG00000219435",23971
"FAM19A5","ENSG00000219438",23972
"NBPF1","ENSG00000219481",23979
"UMAD1","ENSG00000219545",23987
"PPP1R3G","ENSG00000219607",23997
"FAM228B","ENSG00000219626",24001
"LINGO3","ENSG00000220008",24048
"ZGLP1","ENSG00000220201",24066
"VAMP2","ENSG00000220205",24068
"OR6B1","ENSG00000221813",24705
"EBF2","ENSG00000221818",24707
"C6orf226","ENSG00000221821",24709
"PPP3R1","ENSG00000221823",24710
"PSG3","ENSG00000221826",24711
"FANCG","ENSG00000221829",24712
"OR2A5","ENSG00000221836",24713
"KRTAP10-9","ENSG00000221837",24714
"AP4M1","ENSG00000221838",24715
"OR4A5","ENSG00000221840",24716
"C2orf16","ENSG00000221843",24717
"KRTAP1-5","ENSG00000221852",24721
"TAS2R41","ENSG00000221855",24722
"OR2A12","ENSG00000221858",24724
"KRTAP10-10","ENSG00000221859",24725
"KRTAP12-2","ENSG00000221864",24726
"PLXNA4","ENSG00000221866",24727
"MAGEA3","ENSG00000221867",24728
"CEBPD","ENSG00000221869",24729
"PSG7","ENSG00000221878",24732
"KRTAP1-3","ENSG00000221880",24734
"OR3A2","ENSG00000221882",24735
"ARIH2OS","ENSG00000221883",24736
"ZBED8","ENSG00000221886",24737
"HMSD","ENSG00000221887",24738
"OR1C1","ENSG00000221888",24739
"NPTXR","ENSG00000221890",24740
"POM121L12","ENSG00000221900",24742
"FAM200A","ENSG00000221909",24743
"OR2F2","ENSG00000221910",24744
"PPP2R2A","ENSG00000221914",24745
"C19orf73","ENSG00000221916",24746
"ZNF880","ENSG00000221923",24747
"TRIM16","ENSG00000221926",24748
"OR6X1","ENSG00000221931",24750
"HEPN1","ENSG00000221932",24751
"OR2A25","ENSG00000221933",24752
"TAS2R40","ENSG00000221937",24753
"OR2A14","ENSG00000221938",24754
"TIGD1","ENSG00000221944",24755
"FXYD7","ENSG00000221946",24756
"XKR9","ENSG00000221947",24757
"OR4C12","ENSG00000221954",24760
"SLC12A8","ENSG00000221955",24761
"KIR2DS4","ENSG00000221957",24762
"PRR21","ENSG00000221961",24763
"APOL6","ENSG00000221963",24765
"FADS3","ENSG00000221968",24766
"OR2A1","ENSG00000221970",24767
"C3orf36","ENSG00000221972",24769
"OR4E2","ENSG00000221977",24770
"CCNL2","ENSG00000221978",24771
"UBA52","ENSG00000221983",24772
"MYBPHL","ENSG00000221986",24773
"PPT2","ENSG00000221988",24774
"OR2A2","ENSG00000221989",24775
"ZNF630","ENSG00000221994",24777
"TIAF1","ENSG00000221995",24778
"OR52B4","ENSG00000221996",24779
"BTBD19","ENSG00000222009",24785
"FAM185A","ENSG00000222011",24786
"RAB6C","ENSG00000222014",24788
"C21orf140","ENSG00000222018",24790
"PSMB11","ENSG00000222028",24795
"POTEM","ENSG00000222036",24801
"POTEJ","ENSG00000222038",24803
"DCDC2B","ENSG00000222046",24808
"C10orf55","ENSG00000222047",24809
"TRIM49D1","ENSG00000223417",25426
"USP17L2","ENSG00000223443",25443
"EXOSC6","ENSG00000223496",25474
"VPS52","ENSG00000223501",25478
"CDRT15","ENSG00000223510",25486
"ZNF844","ENSG00000223547",25511
"USP17L15","ENSG00000223569",25529
"CKMT1A","ENSG00000223572",25532
"TINCR","ENSG00000223573",25533
"CENPVL1","ENSG00000223591",25543
"EBLN1","ENSG00000223601",25551
"HBD","ENSG00000223609",25557
"ZNF735","ENSG00000223614",25560
"RFPL4A","ENSG00000223638",25579
"C1GALT1C1L","ENSG00000223658",25595
"SUPT20HL1","ENSG00000223731",25647
"CERS1","ENSG00000223802",25690
"HLA-DPB1","ENSG00000223865",25734
"C1QTNF5","ENSG00000223953",25794
"CPTP","ENSG00000224051",25863
"CT47A10","ENSG00000224089",25894
"ETDB","ENSG00000224107",25907
"CENPVL3","ENSG00000224109",25908
"PRR29","ENSG00000224383",26088
"C4B","ENSG00000224389",26092
"ADM5","ENSG00000224420",26117
"CXorf51A","ENSG00000224440",26131
"ATXN1L","ENSG00000224470",26151
"SMIM13","ENSG00000224531",26191
"GPX5","ENSG00000224586",26231
"GAGE12J","ENSG00000224659",26288
"NPIPA3","ENSG00000224712",26329
"NDUFAF8","ENSG00000224877",26444
"GAGE12H","ENSG00000224902",26462
"PRRT4","ENSG00000224940",26488
"PPP4R3C","ENSG00000224960",26504
"TMEM233","ENSG00000224982",26524
"PNMA6F","ENSG00000225110",26604
"PVALEF","ENSG00000225180",26653
"PLEKHM1","ENSG00000225190",26660
"USP17L3","ENSG00000225327",26749
"CT62","ENSG00000225362",26778
"FAM236D","ENSG00000225396",26799
"MKRN2OS","ENSG00000225526",26892
"C2CD4D","ENSG00000225556",26915
"ZNF469","ENSG00000225614",26950
"MCRIP1","ENSG00000225663",26983
"SLC26A6","ENSG00000225697",27005
"OR6V1","ENSG00000225781",27064
"DEFB131B","ENSG00000225805",27080
"FAM229A","ENSG00000225828",27097
"ERCC6","ENSG00000225830",27098
"FRG2B","ENSG00000225899",27143
"NOL7","ENSG00000225921",27159
"CTAGE4","ENSG00000225932",27168
"C5orf67","ENSG00000225940",27175
"NTF4","ENSG00000225950",27183
"ELFN1","ENSG00000225968",27195
"PIGBOS1","ENSG00000225973",27200
"OR4A8","ENSG00000225997",27215
"CT47A6","ENSG00000226023",27234
"FTCDNL1","ENSG00000226124",27309
"TEX22","ENSG00000226174",27344
"OR52I2","ENSG00000226288",27422
"CROCC2","ENSG00000226321",27444
"DCAF8L1","ENSG00000226372",27480
"USP17L7","ENSG00000226430",27522
"TMEM185B","ENSG00000226479",27559
"CT47A9","ENSG00000226600",27645
"KIF4B","ENSG00000226650",27677
"CT47A12","ENSG00000226685",27703
"HSBP1L1","ENSG00000226742",27739
"TAS2R46","ENSG00000226761",27754
"SRRM5","ENSG00000226763",27756
"PGAM4","ENSG00000226784",27774
"C13orf42","ENSG00000226792",27780
"MROH5","ENSG00000226807",27790
"ERVMER34-1","ENSG00000226887",27851
"CT47A11","ENSG00000226929",27876
"RBMY1J","ENSG00000226941",27883
"LTA","ENSG00000226979",27917
"C14orf132","ENSG00000227051",27969
"WDR46","ENSG00000227057",27974
"ANHX","ENSG00000227059",27976
"ZNF717","ENSG00000227124",28023
"USP17L5","ENSG00000227140",28033
"PRR20D","ENSG00000227151",28040
"OR2T7","ENSG00000227152",28041
"SPANXB1","ENSG00000227234",28100
"KLLN","ENSG00000227268",28128
"PARG","ENSG00000227345",28175
"AKR1B15","ENSG00000227471",28261
"GAGE12D","ENSG00000227488",28274
"SCAMP4","ENSG00000227500",28285
"LTB","ENSG00000227507",28288
"USP17L12","ENSG00000227551",28323
"RD3L","ENSG00000227729",28435
"TEX46","ENSG00000227868",28518
"MRLN","ENSG00000227877",28524
"POLR2J2","ENSG00000228049",28640
"BOD1L2","ENSG00000228075",28660
"IFNA14","ENSG00000228083",28666
"OR2M3","ENSG00000228198",28745
"MT-ATP8","ENSG00000228253",28786
"ORM2","ENSG00000228278",28799
"C19orf24","ENSG00000228300",28813
"TSTD3","ENSG00000228439",28914
"OST4","ENSG00000228474",28934
"C2orf92","ENSG00000228486",28943
"CT47A7","ENSG00000228517",28962
"VN1R4","ENSG00000228567",28996
"NUTM2E","ENSG00000228570",28999
"FNDC10","ENSG00000228594",29012
"CLDN25","ENSG00000228607",29022
"ZNF883","ENSG00000228623",29033
"PROB1","ENSG00000228672",29067
"ARL17B","ENSG00000228696",29083
"DHFR","ENSG00000228716",29096
"SAPCD1","ENSG00000228727",29103
"HCG22","ENSG00000228789",29144
"CT45A5","ENSG00000228836",29182
"USP17L30","ENSG00000228856",29196
"TSPY3","ENSG00000228927",29233
"RPL41","ENSG00000229117",29361
"PGA4","ENSG00000229183",29402
"RFPL4AL1","ENSG00000229292",29484
"ORM1","ENSG00000229314",29501
"SFTA3","ENSG00000229415",29569
"SPINK8","ENSG00000229453",29592
"PATL2","ENSG00000229474",29605
"NKX1-2","ENSG00000229544",29648
"TSPY8","ENSG00000229549",29651
"PRAMEF25","ENSG00000229571",29668
"USP17L26","ENSG00000229579",29671
"PRAC2","ENSG00000229637",29712
"PRR20C","ENSG00000229665",29734
"ZNF492","ENSG00000229676",29743
"ZNF688","ENSG00000229809",29835
"PET100","ENSG00000229833",29853
"PGA3","ENSG00000229859",29871
"FAM90A26","ENSG00000229924",29917
"PRPS1L1","ENSG00000229937",29926
"IQCF3","ENSG00000229972",29954
"POTEB2","ENSG00000230031",29998
"TEX53","ENSG00000230054",30013
"ANKRD66","ENSG00000230062",30017
"ACBD6","ENSG00000230124",30066
"OR4F3","ENSG00000230178",30104
"NFE4","ENSG00000230257",30161
"OR5H6","ENSG00000230301",30192
"CT47A8","ENSG00000230347",30228
"USP17L25","ENSG00000230430",30288
"ANKRD18B","ENSG00000230453",30306
"PPP5D1","ENSG00000230510",30345
"MBD3L2","ENSG00000230522",30352
"USP17L1","ENSG00000230549",30374
"CCDC192","ENSG00000230561",30382
"CT47A4","ENSG00000230594",30406
"TEX48","ENSG00000230601",30413
"PRB4","ENSG00000230657",30453
"SETSIP","ENSG00000230667",30461
"ANKRD63","ENSG00000230778",30531
"YY2","ENSG00000230797",30545
"STMND1","ENSG00000230873",30603
"HSBP1","ENSG00000230989",30676
"USP17L28","ENSG00000231051",30718
"KRTAP21-3","ENSG00000231068",30731
"OR5H1","ENSG00000231192",30819
"PLSCR5","ENSG00000231213",30838
"CFAP97D1","ENSG00000231256",30868
"SBK3","ENSG00000231274",30878
"HLA-DPA1","ENSG00000231389",30949
"USP17L10","ENSG00000231396",30955
"RPS18","ENSG00000231500",31027
"USP17L29","ENSG00000231637",31126
"TSPAN19","ENSG00000231738",31193
"AKAIN1","ENSG00000231824",31250
"CYP21A2","ENSG00000231852",31267
"OR5K2","ENSG00000231861",31273
"PRH1","ENSG00000231887",31294
"PSG1","ENSG00000231924",31323
"TAPBP","ENSG00000231925",31324
"PPP1R2B","ENSG00000231989",31369
"ZBED9","ENSG00000232040",31404
"TMEM253","ENSG00000232070",31424
"TMA7","ENSG00000232112",31453
"TEX50","ENSG00000232113",31454
"MCTS1","ENSG00000232119",31459
"DYTN","ENSG00000232125",31463
"MTRNR2L4","ENSG00000232196",31514
"ASCL5","ENSG00000232237",31542
"TMEM114","ENSG00000232258",31553
"KRTAP25-1","ENSG00000232263",31557
"USP17L24","ENSG00000232264",31558
"OR52I1","ENSG00000232268",31561
"OR5K1","ENSG00000232382",31632
"SMIM26","ENSG00000232388",31637
"USP17L13","ENSG00000232399",31647
"PRAMEF6","ENSG00000232423",31664
"AJM1","ENSG00000232434",31670
"OR5H8","ENSG00000232535",31743
"HLA-DQB2","ENSG00000232629",31810
"GOLGA8N","ENSG00000232653",31826
"TNF","ENSG00000232810",31940
"PET117","ENSG00000232838",31960
"LYRM9","ENSG00000232859",31975
"DEFB130A","ENSG00000232948",32043
"PHGR1","ENSG00000233041",32112
"DEFB130B","ENSG00000233050",32117
"USP17L11","ENSG00000233136",32177
"RNF224","ENSG00000233198",32211
"GPX1","ENSG00000233276",32266
"OR5H15","ENSG00000233412",32359
"BTBD18","ENSG00000233436",32378
"TMEM238","ENSG00000233493",32419
"TWIST2","ENSG00000233608",32502
"PIRT","ENSG00000233670",32544
"PRR23C","ENSG00000233701",32566
"TRIM49D2","ENSG00000233802",32630
"TSPY4","ENSG00000233803",32631
"IFNA13","ENSG00000233816",32637
"HIST1H2BN","ENSG00000233822",32643
"POTEB","ENSG00000233917",32717
"RPS28","ENSG00000233927",32725
"CTXN2","ENSG00000233932",32729
"UQCRHL","ENSG00000233954",32746
"PAGE2","ENSG00000234068",32819
"TRIM26","ENSG00000234127",32860
"C16orf82","ENSG00000234186",32907
"TMEM229A","ENSG00000234224",32932
"PRR20E","ENSG00000234278",32972
"ZNF879","ENSG00000234284",32977
"H2BFS","ENSG00000234289",32982
"CCDC188","ENSG00000234409",33057
"RBMY1A1","ENSG00000234414",33059
"KBTBD13","ENSG00000234438",33077
"ZNF736","ENSG00000234444",33081
"PINLYP","ENSG00000234465",33097
"CLDN34","ENSG00000234469",33100
"C5orf58","ENSG00000234511",33127
"FAM133B","ENSG00000234545",33149
"OR10G8","ENSG00000234560",33158
"MCIDAS","ENSG00000234602",33190
"JRK","ENSG00000234616",33198
"MED14OS","ENSG00000234636",33212
"HLA-B","ENSG00000234745",33290
"C11orf94","ENSG00000234776",33313
"IQCM","ENSG00000234828",33349
"IFNA17","ENSG00000234829",33350
"APOC2","ENSG00000234906",33400
"SHISA8","ENSG00000234965",33441
"C19orf81","ENSG00000235034",33486
"ANKRD65","ENSG00000235098",33536
"BRD3OS","ENSG00000235106",33542
"ZSCAN31","ENSG00000235109",33544
"FAM237A","ENSG00000235118",33550
"C12orf75","ENSG00000235162",33584
"SMIM1","ENSG00000235169",33589
"HGH1","ENSG00000235173",33592
"PPP1R3E","ENSG00000235194",33606
"KDM4E","ENSG00000235268",33657
"RPEL1","ENSG00000235376",33730
"SPAAR","ENSG00000235387",33738
"SMIM27","ENSG00000235453",33782
"NFAM1","ENSG00000235568",33857
"NKX1-1","ENSG00000235608",33884
"RNF148","ENSG00000235631",33902
"CXorf51B","ENSG00000235699",33946
"ANKRD34C","ENSG00000235711",33954
"MFRP","ENSG00000235718",33958
"KIAA0040","ENSG00000235750",33982
"USP17L27","ENSG00000235780",33998
"B3GALT4","ENSG00000235863",34054
"LCE6A","ENSG00000235942",34104
"PNMA6A","ENSG00000235961",34117
"PATE3","ENSG00000236027",34161
"OR5H14","ENSG00000236032",34165
"ZBTB22","ENSG00000236104",34214
"USP17L4","ENSG00000236125",34232
"CT47A3","ENSG00000236126",34233
"CLEC2L","ENSG00000236279",34334
"ZBED5","ENSG00000236287",34340
"SLFN14","ENSG00000236320",34365
"PPIAL4G","ENSG00000236334",34374
"GAGE12F","ENSG00000236362",34394
"CT47A1","ENSG00000236371",34398
"SLC35G4","ENSG00000236396",34421
"TAS2R39","ENSG00000236398",34423
"TSPY10","ENSG00000236424",34439
"UBE2L5","ENSG00000236444",34456
"CT47B1","ENSG00000236446",34458
"ZNF853","ENSG00000236609",34577
"IFNA4","ENSG00000236637",34592
