GPL_ID	GSE_ID	GSM_ID	CANCER	CANCER_CODE
GPL570	GSE13159,GSE13204	GSM329933	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329934	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329935	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329936	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329937	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329938	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329939	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329940	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329941	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329942	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329943	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329944	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329945	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329946	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329947	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329948	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329949	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329950	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329951	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329952	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329953	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329954	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329955	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329956	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329957	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329958	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329959	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329960	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329961	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329962	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329963	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329964	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329965	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329966	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329967	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329968	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329969	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329970	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329971	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329972	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329973	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329974	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329975	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329976	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329977	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329978	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329979	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329980	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329981	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329982	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329983	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329984	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329985	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329986	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329987	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329988	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329989	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329990	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329991	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329992	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329993	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329994	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329995	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329996	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329997	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329998	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM329999	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330000	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330001	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330002	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330003	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330004	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330005	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330006	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330007	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330008	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330009	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330010	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330011	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330012	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330013	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330014	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330015	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330016	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330017	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330018	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330019	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330020	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330021	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330022	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330023	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330024	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330025	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330026	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330027	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330028	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330029	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330030	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330031	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330032	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330033	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330034	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330035	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330036	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330037	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330038	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330039	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330040	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330041	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330042	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330043	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330044	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330045	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330046	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330047	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330048	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330049	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330050	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330051	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330052	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330053	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330054	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330055	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330056	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330057	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330058	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330059	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330060	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330061	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330062	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330063	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330064	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330065	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330066	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330067	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330068	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330069	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330070	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330071	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330072	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330073	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330074	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330075	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330076	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330077	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330078	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330079	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330080	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330081	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330082	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330083	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330084	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330085	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330086	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330087	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330088	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330089	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330090	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330091	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330092	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330093	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330094	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330095	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330096	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330097	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330098	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330099	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330100	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330101	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330102	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330103	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330104	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330105	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330106	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330107	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330108	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330109	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330110	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330111	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330112	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330113	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330114	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330115	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330116	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330117	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330118	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330119	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330120	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330121	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330122	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330123	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330124	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330125	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330126	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330127	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330128	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330129	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330130	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330131	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330132	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330133	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330134	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330135	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330136	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330137	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330138	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330139	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330140	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330141	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330142	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330143	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330144	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330145	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330146	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330147	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330148	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330149	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330150	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330151	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330152	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330153	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330154	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330155	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330156	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330157	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330158	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330159	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330160	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330161	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330162	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330163	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330164	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330165	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330166	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330167	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330168	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330169	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330170	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330171	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330172	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330173	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330174	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330175	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330176	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330177	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330178	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330179	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330180	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330181	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330182	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330183	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330184	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330185	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330186	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330187	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330188	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330189	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330190	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330191	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330192	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330193	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330194	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330195	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330196	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330197	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330198	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330199	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330200	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330201	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330202	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330203	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330204	1	ACUTE LYMPHOBLASTIC LEUKEMIA
GPL570	GSE13159,GSE13204	GSM330205	1	ACUTE LYMPHOBLASTIC LEUKEMIA
